id|company_id|services_scope_cn|service_hotline|email|address_cn|added_detail_cn|tips_cn
002-004-049-0802|002-004-049|電子網絡銀行服務 - 密碼報失 （非辦公時間)|2211 1862|||非辦公時間|
002-004-049-0803|002-004-049|自動櫃員機卡|2211 1818|||24 小時|
002-004-049-0804|002-004-049|自動櫃員機卡報失|2211 1862|||24 小時|
002-004-049-0805|002-004-049|啟動海外自動櫃員機提款功能|2211 1888|||24 小時|
002-004-049-0806|002-004-049|信用卡|3608 6628|||24 小時|
002-004-049-0807|002-004-049|個人貸款|2211 1211|||星期一至五：上午 9 時至下午 8 時星期六：上午 9 時至下午 1 時 30 分（公眾假期除外）|
002-004-049-0808|002-004-049|樓宇按揭貸款|3608 8686|||星期一至五：上午 9 時至下午 8 時星期六：上午 9 時至下午 1 時 30 分（公眾假期除外）|
002-004-049-0809|002-004-049|企業銀行- 一般銀行服務|2211 1333|||24 小時|
002-004-049-0810|002-004-049|企業電子網絡銀行服務 - 電話理財|2211 1838|||24 小時(電話理財服務之專人接聽服務時間:星期一至五：上午 9 時至下午 5 時星期六：上午 9 時至下午 1 時（公眾假期除外))|
002-004-049-0811|002-004-049|企業電子網絡銀行服務 - 網上理財|2211 1321|||星期一至五：上午 9 時至下午 9 時星期六：上午 9 時至下午 5 時（公眾假期除外）|
002-004-049-0812|002-004-049|企業電子網絡銀行服務 - 密碼報失|2211 1345|||星期一至五：上午 9 時至下午 9 時星期六：上午 9 時至下午 5 時（公眾假期除外）|
002-004-049-0813|002-004-049|企業電子網絡銀行服務 - 密碼報失（非辦公時間)|2211 1862|||非辦公時間|
002-004-049-0814|002-004-049|綜合支賬系統服務|2211 1822|||星期一至五：上午 9 時至下午 5 時星期六：上午 9 時至下午 1 時（公眾假期除外）|
002-004-049-0815|002-004-049|中小型企業貸款|2211 1338|||星期一至五：上午 9 時至下午 9 時星期六：上午 9 時至下午 5 時（公眾假期除外）|
002-004-049-0816|002-004-049|商戶收款服務|2211 1056|||星期一至五：上午 9 時至下午 8 時（公眾假期除外）|
002-004-049-0817|002-004-049|私人銀行服務|3608 0360|||星期一至五：上午 8 時 45 分至下午 5 時 45 分（公眾假期除外）|
002-004-049-0818|002-004-049|基金及掛鈎存款服務|2211 1311|||星期一至五：上午 9 時至下午 5 時 30 分星期六：上午 9 時至下午 1 時（公眾假期除外）|
002-004-049-0819|002-004-049|保險服務|3608 2928|||星期一至五：上午 9 時至下午 6 時 30 分（星期六、日及公眾假期除外）|
002-004-049-0820|002-004-049|強積金服務|2211 1777|||星期一至五：上午 9 時至下午 6 時星期六：上午 9 時至下午 1 時（公眾假期除外）|
002-004-049-0821|002-004-049|證券服務|2211 1311|||星期一至五：上午 9 時至下午 5 時 30 分星期六：上午 9 時至下午 1 時（公眾假期除外）|
002-004-049-0822|002-004-049|外匯孖展熱線|2211 1688|||星期一至星期六 上午 7 時 - 下午 3 時 30 分|
002-004-049-0823|002-004-049|內地業務|3608 3007|||星期一至五：上午 9 時至下午 6 時（公眾假期除外）|
002-004-049-0824|002-004-049|海外分行業務|3608 0218|||星期一至五：上午 9 時至下午 5 時 45 分（公眾假期除外）|
002-004-050-0825|002-004-050|客戶服務及一般銀行服務|2287 6767|||週一至週五: 上午9:00 至 下午6:00# 週六: 上午9:00 至 下午1:00#|SWIFT-BIC：KWHKHKHH 結算代碼：18
002-004-050-0826|002-004-050|報失信用卡|3603 7899|||24小時服務|
002-004-050-0827|002-004-050|報失提款卡|2287 6767|||24小時服務|
002-004-050-0828|002-004-050|信用卡客戶服務|2280 1288|||週一至週五: 上午9:00 至 下午6:00# 週六: 上午9:00 至 下午1:00#|
002-004-050-0829|002-004-050|白金信用卡客戶熱線|2280 1888|||週一至週五: 上午9:00 至 下午6:00# 週六: 上午9:00 至 下午1:00#|
002-004-050-0830|002-004-050|CITICfirst 財富管理服務|3603 3333|||週一至週五: 上午9:00 至 下午6:00# 週六: 上午9:00 至 下午1:00#|
002-004-050-0831|002-004-050|CITICdiamond財富管理服務|2287 6766|||週一至週五: 上午9:00 至 下午6:00# 週六: 上午9:00 至 下午1:00#|
002-004-050-0832|002-004-050|私人銀行服務|3603 6088|||週一至週五: 上午9:00 至 下午6:00# 週六: 上午9:00 至 下午1:00#|
002-004-050-0833|002-004-050|私人銀行卡24小時電話服務|2280 1880|||週一至週五: 上午9:00 至 下午6:00# 週六: 上午9:00 至 下午1:00#|
002-004-050-0834|002-004-050|商務銀行服務|2287 6868|||週一至週五: 上午9:00 至 下午6:00# 週六: 上午9:00 至 下午1:00#|
002-004-050-0835|002-004-050|證券買賣專線|2287 6088|||週一至週五: 上午9:00 至 下午6:00# 週六: 上午9:00 至 下午1:00# （其他時段提供24小時自動化電話熱線服務）|
002-004-051-0836|002-004-051|電話銀行及報失自動櫃員機卡熱線+852 2779 5533|2779 5533|||每日24小時服務|SWIFT-BIC：PCBCHKHH 結算代碼：9
002-004-051-0837|002-004-051|電話銀行 (國內免費長途電話)熱線|4001 995533|||星期一至日: 上午8:30 - 下午11:00|
002-004-051-0838|002-004-051|信用卡熱線|3179 5533|||每日24小時服務|
002-004-051-0839|002-004-051|報失信用卡熱線|3179 5505|||每日24小時服務|
002-004-051-0840|002-004-051|懷疑偽冒來電查詢熱線|3179 5504|||每日24小時服務|
002-004-052-0841|002-004-052|熱線|2843 0111|chiyu@chiyubank.com|||SWIFT-BIC：CIYUHKHH 結算代碼：39
002-004-052-0842|002-004-052|押匯服務|3198 8955||||
002-004-052-0843|002-004-052|企業網上銀行服務支援|2840 1600||||
002-004-052-0844|002-004-052|代理保險業務|3988 9573||||
002-004-052-0845|002-004-052|私人投資理財業務|2232 3625||||
002-004-052-0846|002-004-052|網上、電話及流動銀行|2232 3625||||
002-004-052-0847|002-004-052|存款業務|2232 3625||||
002-004-052-0848|002-004-052|置合息及置理想按揭計劃|2232 3625||||
002-004-053-0849|002-004-053|信用卡|3768 8888|customerservice@chbank.com||24 小時|結算代碼：41
002-004-053-0850|002-004-053|報失卡|3768 8811 (信用卡) 3768 6800 (提款卡)|||24 小時|
002-004-053-0851|002-004-053|電話銀行|3768 6688|customerservice@chbank.com||24 小時|
002-004-053-0852|002-004-053|汽車貸款|3768 8688|customerservice@chbank.com||星期一至五：上午九時至下午六時|
002-004-053-0853|002-004-053|跨境業務|3768 6698免費跨境專線：4008415036|customerservice@chbank.com||星期一至五:上午九時至下午六時星期六:上午九時至下午一時|
002-004-053-0854|002-004-053|客戶意見|3768 6837|客戶意見書||星期一至五:上午九時至下午六時星期六:上午九時至下午一時|
002-004-053-0855|002-004-053|客戶服務|3768 6888|customerservice@chbank.com||星期一至五:上午九時至下午六時星期六:上午九時至下午一時|
002-004-053-0856|002-004-053|保險|3768 9288|hq@chins.com.hk||星期一至五:上午九時至下午六時|
002-004-053-0857|002-004-053|樓宇按揭|3768 6888|customerservice@chbank.com||星期一至五:上午九時至下午六時星期六:上午九時至下午一時|
002-004-053-0858|002-004-053|強積金|3768 8228|||星期一至五:上午九時至下午六時|
002-004-053-0859|002-004-053|私人貸款|3768 6899|customerservice@chbank.com||星期一至五:上午九時至下午六時星期六:上午九時至下午一時|
002-004-053-0860|002-004-053|證券投資|3768 9888 3768 9818|cs@chsec.com.hk||星期一至五:上午九時至下午五時半星期六:上午九時至下午一時|
002-004-054-0861|002-004-054|電話理財服務熱線 (銀行戶口*及信用卡服務)|2860 0333||||SWIFT-BIC：CITIHKAX 結算代碼：250
002-004-054-0862|002-004-054|24小時Citigold電話理財專線|2860 0111||||
002-004-054-0863|002-004-054|24小時花旗私人客戶業務專線|2860 8888||||
002-004-055-0864|002-004-055|客戶服務熱線|2828 8168|||星期一至五： 上午9:00至晚上8:00 （公眾假期除外）|SWIFT-BIC：DSBAHKHH 結算代碼：40
002-004-055-0865|002-004-055|私人貸款熱線|2828 8111|星期一至五： 上午9:00至晚上8:00 （公眾假期除外）"|||
002-004-055-0866|002-004-055|信用卡兌現熱線|2828 8002|星期一至五： 上午9:00至晚上8:00 （公眾假期除外）"|||
002-004-055-0867|002-004-055|24小時電話理財服務|2828 8168|星期一至日： 24小時|||
002-004-055-0868|002-004-055|24小時報失卡熱線|2828 8188|星期一至日： 24小時|||
002-004-055-0869|002-004-055|查詢信用卡可疑交易|2828 8159|非辦公時間|||
002-004-055-0870|002-004-055|證券服務 - 查詢熱線|2828 7028|自動化電話證券服務 星期一至日： 24小時  專人買賣服務 星期一至五： 上午8:45至下午5:30|||
002-004-055-0871|002-004-055|證券服務 - 買賣熱線|2828 7000||||
002-004-056-0872|002-004-056|DBS Account 客戶服務熱線|2290 8888|||星期一至五：上午九時至下午八時 星期六：上午九時至下午三時|SWIFT-BIC：DBSSHKHH 結算代碼：16
002-004-056-0873|002-004-056|客戶服務熱線 (銀行服務查詢)|2290 8888|enquiry.hk@dbs.com||星期一至五：上午九時至下午八時 星期六：上午九時至下午三時|
002-004-056-0874|002-004-056|偽冒電話查詢|2290 8345|||二十四小時|
002-004-056-0875|002-004-056|信用卡客戶服務熱線|2290 8888|creditcard.hk@dbs.com||二十四小時|
002-004-056-0876|002-004-056|信用卡報失熱線|2832 6603|||二十四小時|
002-004-056-0877|002-004-056|星展 iBanking 網上理財|2290 8888|||二十四小時|
002-004-056-0878|002-004-056|商戶熱線|3668 0100|merchantservicing.hk@dbs.com||星期一至五：上午九時至下午五時半|
002-004-056-0879|002-004-056|信用卡低息貸款 申請熱線|2290 8222|||星期一至五：上午九時至下午六時半 星期六：上午九時至下午一時|
002-004-056-0880|002-004-056|私人貸款申請熱線|2290 8111|||星期一至五：上午九時至下午六時半 星期六：上午九時至下午一時|
002-004-056-0881|002-004-056|按揭快線|2961 2288|||星期一至五：上午九時至下午六時 星期六：上午九時至下午一時|
002-004-056-0882|002-004-056|汽車貸款部|3668 0800|||星期一至五：上午八時半至下午五時|
002-004-056-0883|002-004-056|信貸相聯投資產品 (星展銀行(香港)有限公司"本行"為有關產品之分銷商之一，此熱線只供經由本行購買有關產品之客户專用)|2290 8123|||星期一至五：上午九時至下午六時 星期六：上午九時至下午一時|
002-004-056-0884|002-004-056|星展企業一線通|2290 8068|||星期一至五：上午九時至下午六時 星期六：上午九時至下午一時|
002-004-056-0885|002-004-056|意見及投訴|29612377|feedback.hk@dbs.com||星期一至五：上午九時至下午六時 星期六：上午九時至下午一時|
002-004-057-0886|002-004-057|總辦事處|2842 6222||||SWIFT-BIC：IBALHKHH 結算代碼：128
002-004-057-0887|002-004-057|客戶查詢|2566 8181|cs.inquiry.fbhk@fubon.com|||
002-004-057-0888|002-004-057|富邦銀行綜合客戶服務熱線|2566 8181||||• 信用卡服務 選擇語言後按「1」 • 私人貸款服務 選擇語言後按「2」 • 儲蓄及其他銀行服務 選擇語言後按「3」 • 信用卡商戶服務 選擇語言後按「5」 • 樓宇按揭服務 選擇語言後按「6」
002-004-057-0889|002-004-057|24小時失卡服務熱線|2512 1131||||
002-004-057-0890|002-004-057|企業及商業銀行服務熱線|2806 5086||||
002-004-057-0891|002-004-057|Elite Platinum 客戶服務專線|2806 7200||||
002-004-057-0892|002-004-057|金融機構業務專線|2842 6361||||
002-004-057-0893|002-004-057|Ambassador Banking客戶服務專線|2806 7288||||
002-004-057-0894|002-004-057|富邦境外理財服務免費直撥電話 - 台灣地區|0080-1-855-931||||
002-004-057-0895|002-004-057|富邦境外理財服務免費直撥電話 - 中國大陸 - 華北地區|10800-852-1090||||
002-004-057-0896|002-004-057|富邦境外理財服務免費直撥電話 - 中國大陸 - 華南、華東地區|10800-152-1090||||
002-004-057-0897|002-004-057|外匯孖展交易服務專線|2524 1176||||
002-004-057-0898|002-004-057|白金卡客戶服務專線|2806 7118||||
002-004-057-0899|002-004-057|富邦私人貸款特快批核專線|2806 5050||||
002-004-057-0900|002-004-057|證券投資服務熱線|2842 7575||||
002-004-057-0901|002-004-057|證券投資服務熱線 - 台灣地區 (免費電話)|0080-1-856-279||||
002-004-057-0902|002-004-057|可供核實聲稱代表銀行來電者身份的熱線電話|2566 8181||||選擇語言後按「8 」→「2」 → 「6」
002-004-057-0903|002-004-057|分析員查詢|2842 6092|fubonir.fbhk@fubon.com|||
002-004-058-0904|002-004-058|24小時自動櫃員機熱線|2997 2112||||SWIFT-BIC：HASEHKHH 結算代碼：24
002-004-058-0905|002-004-058|私人銀行服務專線|2121 1188||||
002-004-058-0906|002-004-058|Signature優卓理財(24小時Signature優卓理財專人接聽電話理財熱線)|2998 8022||||
002-004-058-0907|002-004-058|優越理財(24小時優越理財專人接聽電話理財熱線)|2998 9188||||
002-004-058-0908|002-004-058|優進理財(24小時專人接聽電話理財熱線)|2822 8228||||
002-004-058-0909|002-004-058|綜合戶口及存款戶口(24小時自動化電話理財熱線)|2912 3456||||
002-004-058-0910|002-004-058|一般查詢熱線(查詢個人e-Banking、匯價、息率、金價、投資、開放API)|2822 0228||||
002-004-058-0911|002-004-058|私人銀行國內免費查詢專線|4001 20 2121||||
002-004-058-0912|002-004-058|身處內地優越理財免費查詢專線^|4001 20 9188||||
002-004-058-0913|002-004-058|身處內地一般訪客免費查詢專線^|4001 20 8282||||
002-004-058-0914|002-004-058|恒生Visa Infinite卡信用卡24小時客戶服務熱線|2998 8228||||
002-004-058-0915|002-004-058|恒生優越理財World Mastercard/恒生World Mastercard信用卡24小時客戶服務熱線|2998 8111||||
002-004-058-0916|002-004-058|香港賽馬會會員卡/競駿會會員卡信用卡24小時客戶服務熱線|2998 8833||||
002-004-058-0917|002-004-058|恒生白金卡信用卡24小時客戶服務熱線|2998 8222||||
002-004-058-0918|002-004-058|#NAME?|2398 0000||||
002-004-058-0919|002-004-058|#NAME?|2998 8888||||
002-004-058-0920|002-004-058|#NAME?|2998 8188||||
002-004-058-0921|002-004-058|信用卡24小時客戶服務熱線- 內地免費專線|4001 20 8833||||
002-004-058-0922|002-004-058|#NAME?|2998 6698||||
002-004-058-0923|002-004-058|#NAME?|2913 3388||||
002-004-058-0924|002-004-058|#NAME?|2913 3322||||
002-004-058-0925|002-004-058|#NAME?|2710 2288||||
002-004-058-0926|002-004-058|#NAME?|2822 0228||||
002-004-058-0927|002-004-058|#NAME?|2997 3882||||
002-004-058-0928|002-004-058|#NAME?|2812 8000||||
002-004-058-0929|002-004-058|#NAME?|2123 1088||||
002-004-058-0930|002-004-058|證券- 優越理財證券買賣專人接聽熱線|2521 0022||||
002-004-058-0931|002-004-058|證券- 優進理財及一般客户證券買賣專人接聽熱線|2532 3838||||
002-004-058-0932|002-004-058|#NAME?|2166 6822||||
002-004-058-0933|002-004-058|#NAME?|2166 6888||||
002-004-058-0934|002-004-058|#NAME?|2998 9388||||
002-004-058-0935|002-004-058|#NAME?|2826 8866||||
002-004-058-0936|002-004-058|#NAME?|2166 6888||||
002-004-058-0937|002-004-058|- 24小時報失卡熱線|2836 0838||||
002-004-059-0938|002-004-059|一般銀行服務|2233 3000|||熱線24小時運作，以下服務除外：  賣出債劵 星期一至五：上午 9 時 – 下午 5 時  高息投資存款 星期一至五：上午 9 時 – 下午 5 時  買賣黃金 星期一至五：上午 7 時 – 下午 11 時 59 分  發出股票買賣、更改或取消落盤指示 星期一至五：上午 8 時 – 下午 4 時 10 分  單位信託基金 星期一至五：上午 8 時 – 下午 6 時 星期六：上午 8 時 – 下午 1 時  人壽保險 星期一至五：上午 9 時 – 下午 8 時 星期六：上午 9 時 – 下午 1 時  強積金服務 星期一至五：上午 8 時 30 分 – 下午 7 時 30 分 星期六：上午 8 時 30 分 – 下午 1 時|SWIFT-BIC：HSBCHKHH 結算代碼：4
002-004-059-0939|002-004-059|滙豐卓越理財客戶- 一般銀行服務|22333322|||熱線24小時運作，以下服務除外：  賣出債劵 星期一至五: 上午 9 時 – 下午 5 時  高息投資存款 星期一至五：上午 8 時 30 分 – 下午 5 時  買賣黃金 星期一至五：上午 7 時 – 下午 11 時 59 分  發出股票買賣、更改或取消落盤指示 星期一至五：上午 8 時 – 下午 4 時 10 分  單位信託基金 星期一至五：上午 8 時 – 下午 6 時 星期六：上午 8 時 – 下午 1 時  人壽保險 星期一至五：上午 9 時 – 下午 8 時 星期六：上午 9 時 – 下午 1 時  強積金服務 星期一至五：上午 8 時 30 分 – 下午 7 時 30 分 星期六：上午 8 時 30 分 – 下午 1 時|
002-004-059-0940|002-004-059|滙豐尚玉客戶- 一般銀行服務|22333033|||熱線24小時運作，以下服務除外：  賣出債劵 星期一至五: 上午 9 時 – 下午 5 時  高息投資存款 星期一至五：上午 8 時 30 分 – 下午 5 時  買賣黃金 星期一至五：上午 7 時 – 下午 11 時 59 分  發出股票買賣、更改或取消落盤指示 星期一至五：上午 8 時 – 下午 4 時 10 分  單位信託基金 星期一至五：上午 8 時 – 下午 6 時 星期六：上午 8 時 – 下午 1 時  強積金服務 星期一至五：上午 8 時 30 分 – 下午 7 時 30 分 星期六：上午 8 時 30 分 – 下午 1 時|
002-004-059-0941|002-004-059|卓越理財特快股票落盤專線|2996 6822|||熱線星期一至五上午 8 時至下午 4 時 10 分運作|
002-004-059-0942|002-004-059|滙豐One特快股票落盤專線|2996 6833|||熱線星期一至五上午 8 時至下午 4 時 10 分運作|
002-004-059-0943|002-004-059|大灣區熱線|2233 3399||||
002-004-059-0944|002-004-059|內地客戶免費支援熱線（注意此免費熱線只適用於提出理財通相關之投訴）|400-842-7699||||
002-004-059-0945|002-004-059|滙豐金融服務|2521 1661|||星期一至星期五（公眾假期除外）上午 8 時 30 分 – 下午 5 時 30 分|
002-004-059-0946|002-004-059|啟動信用卡|31630688|||熱線24小時運作|
002-004-059-0947|002-004-059|信用卡優惠|2748 8033|||熱線24小時運作|
002-004-059-0948|002-004-059|滙豐卓越理財緊急支援熱線（美國電話–接電一方付款）- 英語|(1) 314 275 6781|||24小時|
002-004-059-0949|002-004-059|滙豐卓越理財緊急支援熱線（美國電話–接電一方付款）- 普通話|(1) 314 275 6779|||24小時|
002-004-059-0950|002-004-059|滙豐卓越理財緊急支援熱線（美國電話–接電一方付款）- 廣東話|(1) 314 275 6775|||24小時|
002-004-059-0951|002-004-059|人壽保險投保|2233 3130|||星期一至五上午11時至晚上7時30分運作|
002-004-059-0952|002-004-059|滙豐保險服務熱線|2583 8000|||熱線星期一至五上午9時至下午8時及星期六上午9時至下午1時運作，公眾假期除外|
002-004-059-0953|002-004-059|尚玉客戶保單持有人|3663 5911|||熱線星期一至五上午9時至下午8時及星期六上午9時至下午1時運作，公眾假期除外|
002-004-059-0954|002-004-059|展期壽險服務熱線|3128 0145|||熱線星期一至星期五上午9時至下午6時及星期六上午9時至下午1時運作|
002-004-059-0955|002-004-059|一般保險服務熱線|28678678|axa.bank.gi@axa.com.hk||熱線24小時運作|一般保險由安盛保險有限公司（「安盛」）承保，安盛已獲香港保險業監理專員授權並受其監管。安盛將負責按保單條款為您提供保險保障以及處理索償申請。香港上海滙豐銀行有限公司乃根據保險公司條例（香港法例第41章）註冊為安盛於香港特別行政區分銷一般保險產品之授權保險代理商。此熱線由安盛或其特許代理提供服務。
002-004-059-0956|002-004-059|「滙豐靈活醫保計劃」全球支援及緊急醫療熱線|2862 0199||||
002-004-059-0957|002-004-059|「摯關懷超卓醫療計劃」及「門診醫療計劃」全球支援及緊急醫療熱線|2862 0199||||
002-004-059-0958|002-004-059|保險緊急支援熱線|2528 9333||||此項服務是由第三者服務機構（「救援公司」）提供。該救援公司為獨立的承辦商，並非安盛保險有限公司或香港上海滙豐銀行有限公司（「滙豐」）的代理。安盛保險有限公司及滙豐不會就救援公司提供之服務作出任何聲明、保證或擔保，及不會就各保單持有人或受保人或任何人士因救援公司或其代理提供之服務或建議或該等服務之供應而直接或間接蒙受或招致之任何損失、損害、費用、起訴、訴訟或法律程序承擔任何責任。
002-004-059-0959|002-004-059|滙豐保險電話索償服務|31280122|||星期一至五：上午9時－下午6時 星期六、日及公眾假期除外|
002-004-059-0960|002-004-059|個人人壽保險索償服務|2583 8000|||熱線星期一至五上午9時至下午8時及星期六上午9時至下午1時運作，公眾假期除外|
002-004-059-0961|002-004-059|自願醫保醫療索償服務熱線|2894 4780|||星期一至五：上午9時－下午6時 星期六、日及公眾假期除外|
002-004-059-0962|002-004-059|滙豐靈活醫保計劃-鑽級自願醫保醫療索償服務熱線|2894 4798|||熱線24小時運作|
002-004-059-0963|002-004-059|個人醫療保險（安盛）|2867 8678|||星期一至五：上午 9 時 – 下午 5 時 30 分 星期六：上午 9 時 – 下午 1 時|一般保險由安盛保險有限公司（「安盛」）承保，安盛已獲香港保險業監理專員授權並受其監管。安盛將負責按保單條款為您提供保險保障以及處理索償申請。香港上海滙豐銀行有限公司乃根據保險公司條例（香港法例第41章）註冊為安盛於香港特別行政區分銷一般保險產品之授權保險代理商。此熱線由安盛或其特許代理提供服務。
002-004-059-0964|002-004-059|個人一般保險（安盛）|2867 8678|||星期一至五：上午 9 時 – 下午 5 時 30 分 星期六：上午 9 時 – 下午 1 時|一般保險由安盛保險有限公司（「安盛」）承保，安盛已獲香港保險業監理專員授權並受其監管。安盛將負責按保單條款為您提供保險保障以及處理索償申請。香港上海滙豐銀行有限公司乃根據保險公司條例（香港法例第41章）註冊為安盛於香港特別行政區分銷一般保險產品之授權保險代理商。此熱線由安盛或其特許代理提供服務。
002-004-059-0965|002-004-059|環球理財服務|2233 3888|||熱線星期一至日24小時運作|
002-004-059-0966|002-004-059|新股／新債券認購（只適用於新股／新債券認購期間）|2269 2121|||星期一至五：上午 8 時 – 下午 7 時 星期六：上午 8 時 – 下午 1 時 新股／新債券認購首日之服務時間由上午9時開始|
002-004-059-0967|002-004-059|滙豐強積金成員或自僱人士|3128 0128|||星期一至五：上午 8 時 30 分 – 下午 7 時 30 分, 公眾假期除外 星期六：上午 8 時 30 分 – 下午 1 時, 公眾假期除外|
002-004-059-0968|002-004-059|滙豐強積金僱主|2583 8033|||星期一至五：上午 8 時 30 分 – 下午 7 時 30 分, 公眾假期除外 星期六：上午 8 時 30 分 – 下午 1 時, 公眾假期除外|
002-004-059-0969|002-004-059|職業退休計劃客戶|2288 6655|||星期一至五：上午 8 時 30 分 – 下午 7 時 30 分, 公眾假期除外 星期六：上午 8 時 30 分 – 下午 1 時, 公眾假期除外|
002-004-059-0970|002-004-059|信用卡 - 申請信用卡|22333777|||星期一至日：上午 8 時 –上午 12 時|
002-004-059-0971|002-004-059|信用卡 - 「現金套現」分期計劃|2233 3051|||熱線24小時運作|
002-004-059-0972|002-004-059|信用卡 - 簽賬分期計劃|2233 3052|||熱線24小時運作|
002-004-059-0973|002-004-059|理財策劃服務|2233 3733|||星期一至五：上午 9 時 – 下午 6 時 星期六：上午 9 時 – 下午 1 時|
002-004-059-0974|002-004-059|外匯熱線（專為滙豐卓越理財和滙豐One客戶而設）|2233 3002|||星期一至五：上午 9 時 – 下午 6 時|
002-004-059-0975|002-004-059|查詢投資產品|2233 3733|||星期一至五：上午 9 時 – 下午 6 時 星期六：上午 9 時 – 下午 1 時|
002-004-059-0976|002-004-059|按揭及私人貸款顧問服務|2748 8080|||星期一至日：上午 8 時 –上午 12 時|
002-004-059-0977|002-004-059|新申請私人貸款|2748 8080|||熱線24小時運作|
002-004-059-0978|002-004-059|開設新戶口|2233 3722|||星期一至五：上午 9 時 – 下午 8 時 星期六：上午 9 時 – 下午 5 時|
002-004-059-0979|002-004-059|滙豐外務熱線|2233 3063 / 2233 3059 / 2233 3064|||星期一至五：上午9時 – 下午6時 星期六：上午9時 – 下午1時|
002-004-060-0980|002-004-060||218 95588||||SWIFT-BIC:ICBKHKHH 結算代碼：72
002-004-061-0981|002-004-061|一般查詢|2622 2633||||SWIFT-BIC:NYCBHKHH 結算代碼：43
002-004-061-0982|002-004-061|總行電話|2852 0888||||
002-004-061-0983|002-004-061|匯款服務|2622 2633||||
002-004-061-0984|002-004-061|樓宇按揭|2622 2633||||
002-004-061-0985|002-004-061|私人貸款|2622 2633||||
002-004-061-0986|002-004-061|工商貸款|2622 2633||||
002-004-061-0987|002-004-061|投資業務|2622 2633||||
002-004-061-0988|002-004-061|保險業務|2622 2633||||
002-004-061-0989|002-004-061|提款卡24小時客戶服務熱線|2616 6266||||
002-004-061-0990|002-004-061|保安熱線(電子銀行)|2850 1100||||
002-004-061-0991|002-004-061|「南商理財」VIP服務 - 廣東話|2850 1838||||
002-004-061-0992|002-004-061|「南商理財」VIP服務 - 普通話|2850 1839||||
002-004-061-0993|002-004-061|「南商理財」服務 - 廣東話|2850 1818||||
002-004-061-0994|002-004-061|「南商理財」服務 - 普通話|2850 1819||||
002-004-061-0995|002-004-061|電話銀行 - 廣東話|2684 1866||||
002-004-061-0996|002-004-061|電話銀行 - 普通話|2684 1868||||
002-004-061-0997|002-004-061|電話投資專線 - 廣東話|2850 1028||||
002-004-061-0998|002-004-061|電話投資專線 - 普通話|2850 1038||||
002-004-062-0999|002-004-062|服務查詢熱線|2815 1123||||SWIFT-BIC:WIHBHKHH 結算代碼：35
002-004-062-1000|002-004-062|信用卡24小時客戶服務熱線|2543 2223||||
002-004-062-1001|002-004-062|信用卡免息分期計劃服務熱線|3199 9898||||
002-004-062-1002|002-004-062|強積金服務熱線|2272 8888||||
002-004-062-1003|002-004-062|樓宇按揭服務熱線|2921 6682||||
002-004-062-1004|002-004-062|汽車及器材貸款熱線|2281 9888||||
002-004-062-1005|002-004-062|中小企盈運錢服務熱線|2633 0628||||
002-004-062-1006|002-004-062|電話理財服務|2815 5211||||
002-004-062-1007|002-004-062|電子理財及自動櫃員機卡客戶服務熱線|3199 9188||||
002-004-062-1008|002-004-062|自動櫃員機卡及信用卡24小時報失熱線|3199 9000||||
002-004-062-1009|002-004-062|查詢滙款(滙出)||orenquiry@ocbcwh.com|||
002-004-062-1010|002-004-062|查詢滙款(滙入)||irenquiry@ocbcwh.com|||
002-004-063-1011|002-004-063|顧客熱線|8107 0818|contact@publicbank.com.hk|||SWIFT-BIC:CBHKHKHH 結算代碼：28
002-004-063-1012|002-004-063|預約開戶服務|8107 0818|contact@publicbank.com.hk|||
002-004-063-1013|002-004-063|查詢懷疑偽冒來電|8107 0818|||24小時|(請於選擇語言後，按"0"及"3"。)
002-004-063-1014|002-004-063|大眾卡(自動櫃員機卡)客戶熱線|2853 4777|cardcentre@publicbank.com.hk||星期一至五: 上午 9:00 至下午 6:00 辦公時間過後，此客戶熱線只提供報失大眾卡或私人密碼服務。|
002-004-063-1015|002-004-063|電子銀行服務熱線|2541 9206|||星期一至五: 上午9:00至下午6:00星期六: 上午9:00至下午1:00 辦公時間過後，電子銀行服務熱線只提供私人密碼遺失、被竊或被盜用之報失服務。|
002-004-063-1016|002-004-063|按揭熱線|8107 0818|||星期一至五: 上午9:00至下午6:00|
002-004-063-1017|002-004-063|汽車貸款申請專線|2541 9221|||星期一至五: 上午9:00至下午6:00|
002-004-063-1018|002-004-063|投資服務熱線|2851 9803|||星期一至五: 上午9:00至下午6:00|
002-004-064-1019|002-004-064|顧客熱線|2818 0282||||SWIFT-BIC:SCBKHKHH 結算代碼：25
002-004-064-1020|002-004-064|信用卡報失熱線|2818 6328|||24小時|
002-004-064-1021|002-004-064|上銀卡報失熱線|2818 0282|||24小時|
002-004-064-1022|002-004-064|投訴專線|2525 9495||||
002-004-065-1023|002-004-065|優先理財(24小時服務熱線)|2886-8866||||SWIFT-BIC:SCBLHKHH 結算代碼：3
002-004-065-1024|002-004-065|Premium 理財|2886-8877||||
002-004-065-1025|002-004-065|其他客戶|2886-8888||||
002-004-065-1026|002-004-065|信用卡 - 報失卡|2282-1533|||(24小時服務熱線)|
002-004-065-1027|002-004-065|MANHATTAN信用卡|2881-0888|||(24小時服務熱線)|
002-004-065-1028|002-004-065|其他信用卡|2886-4111|||(24小時服務熱線)|
002-004-065-1029|002-004-065|樓宇按揭或貸款|2886-8863||||
