id|sub_cat_id|company_name_cn
009-039-1465|009-039|香港尖沙咀凱悅酒店
009-039-1466|009-039|宜必思香港中上環酒店
009-039-1467|009-039|唯港薈
009-039-1468|009-039|帝國酒店
009-039-1469|009-039|海景嘉福酒店
009-039-1470|009-039|港島太平洋酒店
009-039-1471|009-039|港島香格里拉大酒店
009-039-1472|009-039|香港今旅
009-039-1473|009-039|香港 JW萬豪酒店
009-039-1474|009-039|K11 ARTUS
009-039-1475|009-039|香港嘉里酒店
009-039-1476|009-039|香港灣仔睿景酒店
009-039-1477|009-039|君怡酒店
009-039-1478|009-039|九龍酒店
009-039-1479|009-039|九龍香格里拉大酒店
009-039-1480|009-039|蘭桂坊酒店
009-039-1481|009-039|香港朗廷酒店
009-039-1482|009-039|Lanson Place Hotel
009-039-1483|009-039|朗逸酒店
009-039-1484|009-039|數碼港艾美酒店
009-039-1485|009-039|旺角薈賢居
009-039-1486|009-039|帝樂文娜公館
009-039-1487|009-039|木的地酒店
009-039-1488|009-039|香港文華東方酒店
009-039-1489|009-039|馬哥字羅香港酒店
009-039-1490|009-039|香港銅鑼灣維景酒店
009-039-1491|009-039|九龍維景酒店
009-039-1492|009-039|旺角維景酒店
009-039-1493|009-039|The Mira Hong Kong
009-039-1494|009-039|Mira Moon
009-039-1495|009-039|The Murray, Hong Kong, a Niccolo Hotel
009-039-1496|009-039|彌敦酒店
009-039-1497|009-039|千禧新世界香港酒店
009-039-1498|009-039|銅鑼灣如心酒店
009-039-1499|009-039|南灣如心酒店
009-039-1500|009-039|九龍東如心酒店
009-039-1501|009-039|荃灣西如心酒店
009-039-1502|009-039|香港諾富特世紀酒店
009-039-1503|009-039|諾富特東薈城酒店
009-039-1504|009-039|香港粤海酒店
009-039-1505|009-039|香港海洋公園萬豪酒店
009-039-1506|009-039|邀凱酒店
009-039-1507|009-039|Page148
009-039-1508|009-039|悅來酒店
009-039-1509|009-039|百樂酒店
009-039-1510|009-039|柏寧酒店
009-039-1511|009-039|香港半島酒店
009-039-1512|009-039|香港九龍貝爾特酒店
009-039-1513|009-039|香港屯門貝爾特酒店
009-039-1514|009-039|石板街酒店
009-039-1515|009-039|寶御酒店
009-039-1516|009-039|太子酒店
009-039-1517|009-039|恆豐酒店
009-039-1518|009-039|華美達華麗酒店
009-039-1519|009-039|華美達海景酒店
009-039-1520|009-039|青逸酒店
009-039-1521|009-039|富豪機場酒店
009-039-1522|009-039|富豪香港酒店
009-039-1523|009-039|富豪九龍酒店
009-039-1524|009-039|富豪東方酒店
009-039-1525|009-039|麗豪酒店
009-039-1526|009-039|香港萬麗海景酒店
009-039-1527|009-039|香港麗思卡爾頓酒店
009-039-1528|009-039|香港珀麗酒店
009-039-1529|009-039|九龍珀麗酒店
009-039-1530|009-039|香港瑰麗酒店
009-039-1531|009-039|帝苑酒店
009-039-1532|009-039|皇家太平洋酒店
009-039-1533|009-039|帝都酒店
009-039-1534|009-039|帝京酒店
009-039-1535|009-039|帝景酒店
009-039-1536|009-039|逸,酒店
009-039-1537|009-039|香港喜來登酒店
009-039-1538|009-039|香港東涌世茂喜來登酒店
009-039-1539|009-039|香港遠東絲麗酒店
009-039-1540|009-039|香港海景絲麗酒店
009-039-1541|009-039|香港荃灣絲麗酒店
009-039-1542|009-039|香港銀樾美憬閣精選酒店 (2022 年初開幕)
009-039-1543|009-039|香港天際萬豪酒店
009-039-1544|009-039|尚豪酒店
009-039-1545|009-039|香港粤華酒店(現正進行裝修改造工程)
009-039-1546|009-039|南洋酒店
009-039-1547|009-039|香港瑞吉酒店
009-039-1548|009-039|仕德福酒店
009-039-1549|009-039|仕德福山景酒店
009-039-1550|009-039|奕居
009-039-1551|009-039|W Hong Kong
009-039-1552|009-039|長洲華威酒店
009-039-1553|009-039|粤海華美灣際酒店
009-039-1554|009-039|長洲華威酒店
009-039-1555|009-039|粤海華美灣際酒店
009-040-1554|009-040|香港旅遊發展局
009-040-1555|009-040|臺灣觀光協會香港辦事處
009-040-1556|009-040|臺北經濟文化辦事處(香港)
009-040-1557|009-040|澳門特別行政區旅遊局
009-040-1558|009-040|泰國政府旅遊局
009-040-1559|009-040|日本國家旅遊局 (JNTO) 香港辦事處
009-040-1560|009-040|韓國觀光公社
009-040-1561|009-040|新加坡旅遊局
009-040-1562|009-040|馬來西亞旅遊局
009-040-1563|009-040|菲律賓旅遊部
009-040-1564|009-040|汶萊領事館
009-040-1565|009-040|柬埔寨領事館
009-040-1566|009-040|印度領事館
009-040-1567|009-040|印尼領事館
009-040-1568|009-040|馬爾代夫領事館
009-040-1569|009-040|尼泊爾領事館
009-040-1570|009-040|斯里蘭卡領事館
009-040-1571|009-040|越南旅遊局
009-040-1572|009-040|澳洲總領事館
009-040-1573|009-040|新西蘭領事館
009-040-1574|009-040|斐濟領事館
009-040-1575|009-040|密克羅尼西亞領事館
009-040-1576|009-040|法國領事館
009-040-1577|009-040|德國領事館
009-040-1578|009-040|英國領事館
009-040-1579|009-040|芬蘭領事館
009-040-1580|009-040|瑞士領事館
009-040-1581|009-040|奧地利領事館
009-040-1582|009-040|比利時領事館
009-040-1583|009-040|克羅地亞領事館
009-040-1584|009-040|捷克領事館
009-040-1585|009-040|希臘領事館
009-040-1586|009-040|匈牙利旅遊局
009-040-1587|009-040|愛爾蘭旅遊局
009-040-1588|009-040|意大利領事館
009-040-1589|009-040|盧森堡領事館
009-040-1590|009-040|荷蘭領事館
009-040-1591|009-040|挪威領事館
009-040-1592|009-040|波蘭領事館
009-040-1593|009-040|葡萄牙領事館
009-040-1594|009-040|俄羅斯領事館
009-040-1595|009-040|西班牙領事館
009-040-1596|009-040|瑞典領事館
009-040-1597|009-040|阿拉伯聯合酋長國領事館
009-040-1598|009-040|沙特阿拉伯領事館
009-040-1599|009-040|卡塔爾領事館
009-040-1600|009-040|土耳其領事館
009-040-1601|009-040|巴林領事館
009-040-1602|009-040|加拿大領事館
009-040-1603|009-040|美國領事館
009-040-1604|009-040|墨西哥領事館
009-040-1605|009-040|巴西領事館
009-040-1606|009-040|智利領事館
009-040-1607|009-040|阿根廷領事館
009-040-1608|009-040|南非領事館
009-040-1609|009-040|埃及領事館
009-040-1610|009-040|南非領事館
009-040-1611|009-040|埃及領事館
009-041-1610|009-041|俄羅斯航空
009-041-1611|009-041|Air Astana
009-041-1612|009-041|釜山航空
009-041-1613|009-041|加拿大航空
009-041-1614|009-041|中國國際航空公司
009-041-1615|009-041|法國航空公司
009-041-1616|009-041|印度航空公司
009-041-1617|009-041|毛里裘斯航空
009-041-1618|009-041|新西蘭航空公司
009-041-1619|009-041|新畿內亞航空
009-041-1620|009-041|首爾航空
009-041-1621|009-041|亞洲航空
009-041-1622|009-041|全日空
009-041-1623|009-041|美國航空
009-041-1624|009-041|韓亞航空
009-041-1625|009-041|曼谷航空
009-041-1626|009-041|英國航空公司
009-041-1627|009-041|國泰航空公司
009-041-1628|009-041|宿霧太平洋航空
009-041-1629|009-041|中華航空
009-041-1630|009-041|中國東方航空
009-041-1631|009-041|中國南方航空
009-041-1632|009-041|易斯達航空
009-041-1633|009-041|埃及航空
009-041-1634|009-041|以色列航空公司
009-041-1635|009-041|阿聯酋航空公司
009-041-1636|009-041|埃塞俄比亞航空
009-041-1637|009-041|阿提哈德航空公司
009-041-1638|009-041|長榮航空
009-041-1639|009-041|伊斯尼斯航空
009-041-1640|009-041|斐濟航空
009-041-1641|009-041|芬蘭航空
009-041-1642|009-041|嘉魯達印尼航空
009-041-1643|009-041|香港快運航空
009-041-1644|009-041|香港航空
009-041-1645|009-041|IndiGo
009-041-1646|009-041|日本航空
009-041-1647|009-041|濟州航空
009-041-1648|009-041|捷星日本航空公司
009-041-1649|009-041|真航空
009-041-1650|009-041|吉祥航空
009-041-1651|009-041|荷蘭皇家航空公司
009-041-1652|009-041|大韓航空
009-041-1653|009-041|瀾湄航空
009-041-1654|009-041|德國漢莎航空公司
009-041-1655|009-041|馬來西亞航空
009-041-1656|009-041|馬印航空
009-041-1657|009-041|華信航空
009-041-1658|009-041|蒙古航空公司
009-041-1659|009-041|緬甸國家航空公司
009-041-1660|009-041|尼泊爾航空
009-041-1661|009-041|太平洋航空
009-041-1662|009-041|樂桃航空
009-041-1663|009-041|菲律賓航空公司
009-041-1664|009-041|菲律賓亞洲航空
009-041-1665|009-041|澳洲航空
009-041-1666|009-041|卡塔爾航空
009-041-1667|009-041|汶萊皇家航空
009-041-1668|009-041|皇家約旦航空
009-041-1669|009-041|S7航空
009-041-1670|009-041|酷航
009-041-1671|009-041|山東航空公司
009-041-1672|009-041|上海航空公司
009-041-1673|009-041|深圳航空公司
009-041-1674|009-041|四川航空
009-041-1675|009-041|新加坡航空公司
009-041-1676|009-041|SpiceJet
009-041-1677|009-041|春秋航空
009-041-1678|009-041|瑞士國際航空
009-041-1679|009-041|韓國德威航空公司
009-041-1680|009-041|泰國亞洲航空
009-041-1681|009-041|泰國國際航空
009-041-1682|009-041|泰國微笑航空
009-041-1683|009-041|土耳其航空
009-041-1684|009-041|美國聯合航空
009-041-1685|009-041|越捷航空
009-041-1686|009-041|越南航空公司
009-041-1687|009-041|維珍航空
009-041-1688|009-041|廈門航空公司
009-041-1689|009-041|維珍航空
009-041-1690|009-041|廈門航空公司
009-042-1689|009-042|永安旅遊
009-042-1690|009-042|東瀛遊
009-042-1691|009-042|美麗華旅運
009-042-1692|009-042|金怡假期
009-042-1693|009-042|康泰旅行社
009-042-1694|009-042|中旅社 (香港中國旅行社有限公司)
009-042-1695|009-042|捷旅假期
009-042-1696|009-042|新華旅遊
009-042-1697|009-042|翠明假期
009-042-1698|009-042|學聯旅遊
009-042-1699|009-042|縱橫遊
009-042-1700|009-042|學聯旅遊
009-042-1701|009-042|縱橫遊
009-043-1700|009-043|CheapTickets.hk
009-043-1701|009-043|hutchgo.com
009-043-1702|009-043|愛旅人
009-043-1703|009-043|Expedia
009-043-1704|009-043|GotoGate
009-043-1705|009-043|Mytrip
009-043-1706|009-043|Trip.com
009-043-1707|009-043|Tripair
009-043-1708|009-043|via.com
009-043-1709|009-043|KLook
009-043-1710|009-043|KKday
009-043-1711|009-043|Agoda
009-043-1712|009-043|KKday
009-043-1713|009-043|Agoda
010-044-1712|010-044|香港潮商學校
010-044-1713|010-044|英皇書院同學會小學第二校
010-044-1714|010-044|英皇書院同學會小學
010-044-1715|010-044|般咸道官立小學
010-044-1716|010-044|聖類斯中學(小學部)
010-044-1717|010-044|聖安多尼學校
010-044-1718|010-044|聖士提反女子中學附屬小學
010-044-1719|010-044|聖嘉祿學校
010-044-1720|010-044|聖嘉勒小學
010-044-1721|010-044|聖公會聖馬太小學
010-044-1722|010-044|聖公會聖彼得小學
010-044-1723|010-044|聖公會基恩小學
010-044-1724|010-044|聖公會呂明才紀念小學
010-044-1725|010-044|聖保羅書院小學
010-044-1726|010-044|李陞小學
010-044-1727|010-044|新會商會學校
010-044-1728|010-044|救恩學校
010-044-1729|010-044|天主教總堂區學校
010-044-1730|010-044|嘉諾撒聖心學校私立部
010-044-1731|010-044|嘉諾撒聖心學校
010-044-1732|010-044|中西區聖安多尼學校
010-044-1733|010-044|Island Christian Academy
010-044-1734|010-044|黃埔宣道小學
010-044-1735|010-044|馬頭涌官立小學(紅磡灣)
010-044-1736|010-044|馬頭涌官立小學
010-044-1737|010-044|香港培道小學
010-044-1738|010-044|香港培正小學
010-044-1739|010-044|陳瑞祺(喇沙)小學
010-044-1740|010-044|農圃道官立小學
010-044-1741|010-044|葛量洪校友會黃埔學校
010-044-1742|010-044|華德學校
010-044-1743|010-044|聖若望英文書院(小學部)
010-044-1744|010-044|聖羅撒學校
010-044-1745|010-044|聖公會聖提摩太小學
010-044-1746|010-044|聖公會聖十架小學
010-044-1747|010-044|聖公會聖匠小學
010-044-1748|010-044|聖公會牧愛小學
010-044-1749|010-044|聖公會奉基小學
010-044-1750|010-044|聖公會奉基千禧小學
010-044-1751|010-044|聖三一堂小學
010-044-1752|010-044|耀山學校
010-044-1753|010-044|神召第一小學
010-044-1754|010-044|瑪利諾修院學校(小學部)
010-044-1755|010-044|獻主會聖馬善樂小學
010-044-1756|010-044|獻主會小學
010-044-1757|010-044|民生書院小學
010-044-1758|010-044|拔萃男書院附屬小學
010-044-1759|010-044|拔萃小學
010-044-1760|010-044|天神嘉諾撒學校
010-044-1761|010-044|天主教領島學校
010-044-1762|010-044|基督教香港信義會紅磡信義學校
010-044-1763|010-044|嘉諾撒聖家學校(九龍塘)
010-044-1764|010-044|嘉諾撒聖家學校
010-044-1765|010-044|喇沙小學
010-044-1766|010-044|啟思小學
010-044-1767|010-044|合一堂學校
010-044-1768|010-044|協恩中學附屬小學
010-044-1769|010-044|保良局林文燦英文小學
010-044-1770|010-044|保良局何壽南小學
010-044-1771|010-044|九龍靈光小學
010-044-1772|010-044|九龍真光中學(小學部)
010-044-1773|010-044|九龍婦女福利會李炳紀念學校
010-044-1774|010-044|九龍塘宣道小學
010-044-1775|010-044|九龍塘官立小學
010-044-1776|010-044|九龍塘學校(小學部)
010-044-1777|010-044|九龍塘天主教華德學校
010-044-1778|010-044|中華基督教會灣仔堂基道小學(九龍城)
010-044-1779|010-044|中華基督教會基華小學(九龍塘)
010-044-1780|010-044|香港青年協會李兆基小學
010-044-1781|010-044|香港潮陽小學
010-044-1782|010-044|香港普通話研習社科技創意小學
010-044-1783|010-044|香港學生輔助會小學
010-044-1784|010-044|順德聯誼總會伍冕端小學
010-044-1785|010-044|鐘聲學校
010-044-1786|010-044|錦田公立蒙養學校
010-044-1787|010-044|金巴崙長老會耀道小學
010-044-1788|010-044|通德學校
010-044-1789|010-044|聖公會靈愛小學
010-044-1790|010-044|聖公會聖約瑟小學
010-044-1791|010-044|聖公會天水圍靈愛小學
010-044-1792|010-044|獅子會何德心小學
010-044-1793|010-044|激活英文小學
010-044-1794|010-044|潮陽百欣小學
010-044-1795|010-044|港澳信義會黃陳淑英紀念學校
010-044-1796|010-044|樂善堂梁銶琚學校(分校)
010-044-1797|010-044|樂善堂梁銶琚學校
010-044-1798|010-044|東華三院李東海小學
010-044-1799|010-044|東華三院姚達之紀念小學(元朗)
010-044-1800|010-044|惇裕學校
010-044-1801|010-044|宣道會葉紹蔭紀念小學
010-044-1802|010-044|天水圍循道衛理小學
010-044-1803|010-044|天水圍官立小學
010-044-1804|010-044|天水圍天主教小學
010-044-1805|010-044|基督教香港信義會宏信書院
010-044-1806|010-044|基督教香港信義會啟信學校
010-044-1807|010-044|基督教宣道會徐澤林紀念小學
010-044-1808|010-044|嗇色園主辦可銘學校
010-044-1809|010-044|和富慈善基金李宗德小學
010-044-1810|010-044|博愛醫院歷屆總理聯誼會梁省德學校
010-044-1811|010-044|南元朗官立小學
010-044-1812|010-044|十八鄉鄉事委員會公益社小學
010-044-1813|010-044|八鄉中心小學
010-044-1814|010-044|光明英來學校
010-044-1815|010-044|光明學校
010-044-1816|010-044|元朗朗屏邨東莞學校
010-044-1817|010-044|元朗朗屏邨惠州學校
010-044-1818|010-044|元朗寶覺小學
010-044-1819|010-044|元朗官立小學
010-044-1820|010-044|元朗商會小學
010-044-1821|010-044|元朗公立中學校友會英業小學
010-044-1822|010-044|元朗公立中學校友會小學
010-044-1823|010-044|佛教陳榮根紀念學校
010-044-1824|010-044|佛教榮茵學校
010-044-1825|010-044|伊利沙伯中學舊生會小學分校
010-044-1826|010-044|伊利沙伯中學舊生會小學
010-044-1827|010-044|中華基督教青年會小學
010-044-1828|010-044|中華基督教會方潤華小學
010-044-1829|010-044|中華基督教會元朗真光小學
010-044-1830|010-044|鳳溪第一小學
010-044-1831|010-044|鳳溪廖潤琛紀念學校
010-044-1832|010-044|鳳溪創新小學
010-044-1833|010-044|香海正覺蓮社佛教陳式宏學校
010-044-1834|010-044|香海正覺蓮社佛教正覺蓮社學校
010-044-1835|010-044|香海正覺蓮社佛教正慧小學
010-044-1836|010-044|金錢村何東學校
010-044-1837|010-044|育賢學校
010-044-1838|010-044|聖公會榮真小學
010-044-1839|010-044|聖公會嘉福榮真小學
010-044-1840|010-044|粉嶺官立小學
010-044-1841|010-044|粉嶺公立學校
010-044-1842|010-044|福德學社小學
010-044-1843|010-044|石湖墟公立學校
010-044-1844|010-044|沙頭角中心小學
010-044-1845|010-044|東華三院馬錦燦紀念小學
010-044-1846|010-044|東華三院港九電器商聯會小學
010-044-1847|010-044|東莞學校
010-044-1848|010-044|李志達紀念學校
010-044-1849|010-044|曾梅千禧學校
010-044-1850|010-044|方樹福堂基金方樹泉小學
010-044-1851|010-044|打鼓嶺嶺英公立學校
010-044-1852|010-044|寶血會培靈學校
010-044-1853|010-044|基督教粉嶺神召會小學
010-044-1854|010-044|五旬節靳茂生小學
010-044-1855|010-044|五旬節于良發小學
010-044-1856|010-044|上水惠州公立學校
010-044-1857|010-044|上水宣道小學
010-044-1858|010-044|鴨脷洲街坊學校
010-044-1859|010-044|香港南區官立小學
010-044-1860|010-044|香港仔聖伯多祿天主教小學
010-044-1861|010-044|香島道官立小學
010-044-1862|010-044|華富邨寶血小學
010-044-1863|010-044|聖士提反書院附屬小學
010-044-1864|010-044|聖公會置富始南小學
010-044-1865|010-044|聖公會田灣始南小學
010-044-1866|010-044|聖保羅男女中學附屬小學
010-044-1867|010-044|聖伯多祿天主教小學
010-044-1868|010-044|滬江維多利亞學校
010-044-1869|010-044|海怡寶血小學
010-044-1870|010-044|東華三院鶴山學校
010-044-1871|010-044|弘立書院
010-044-1872|010-044|嘉諾撒培德學校
010-044-1873|010-044|香港道教聯合會雲泉吳禮和紀念學校
010-044-1874|010-044|香港教育大學賽馬會小學
010-044-1875|010-044|聖公會阮鄭夢芹銀禧小學
010-044-1876|010-044|聖公會阮鄭夢芹小學
010-044-1877|010-044|港九街坊婦女會孫方中小學
010-044-1878|010-044|林村公立黃福鑾紀念學校
010-044-1879|010-044|新界婦孺福利會梁省德學校
010-044-1880|010-044|新界婦孺福利會基督教銘恩小學
010-044-1881|010-044|德萃小學
010-044-1882|010-044|天主教聖母聖心小學
010-044-1883|010-044|大埔舊墟公立學校(寶湖道)
010-044-1884|010-044|大埔舊墟公立學校
010-044-1885|010-044|大埔浸信會公立學校
010-044-1886|010-044|大埔循道衛理小學
010-044-1887|010-044|大埔崇德黃建常紀念學校
010-044-1888|010-044|大埔官立小學
010-044-1889|010-044|保良局田家炳小學
010-044-1890|010-044|保良局田家炳千禧小學
010-044-1891|010-044|仁濟醫院蔡衍濤小學
010-044-1892|010-044|三水同鄉會禤景榮學校
010-044-1893|010-044|香港路德會增城兆霖學校
010-044-1894|010-044|香港紅卍字會屯門卍慈小學
010-044-1895|010-044|順德聯誼總會胡少渠紀念小學
010-044-1896|010-044|順德聯誼總會李金小學
010-044-1897|010-044|順德聯誼總會何日東小學
010-044-1898|010-044|青山天主教小學
010-044-1899|010-044|道教青松小學(湖景邨)
010-044-1900|010-044|道教青松小學
010-044-1901|010-044|路德會呂祥光小學
010-044-1902|010-044|興德學校
010-044-1903|010-044|聖公會蒙恩小學
010-044-1904|010-044|樂善堂梁黃蕙芳紀念學校
010-044-1905|010-044|柏立基教育學院校友會何壽基學校
010-044-1906|010-044|東華三院鄧肇堅小學
010-044-1907|010-044|屯門官立小學
010-044-1908|010-044|台山商會學校
010-044-1909|010-044|博愛醫院歷屆總理聯誼會鄭任安夫人學校
010-044-1910|010-044|博愛醫院歷屆總理聯誼會鄭任安夫人千禧小學
010-044-1911|010-044|僑港伍氏宗親會伍時暢紀念學校
010-044-1912|010-044|保良局香港道教聯合會圓玄小學
010-044-1913|010-044|保良局西區婦女福利會馮李佩瑤小學
010-044-1914|010-044|保良局莊啟程第二小學
010-044-1915|010-044|保良局梁周順琴小學
010-044-1916|010-044|保良局方王錦全小學
010-044-1917|010-044|保良局志豪小學
010-044-1918|010-044|伊斯蘭學校
010-044-1919|010-044|仁濟醫院羅陳楚思小學
010-044-1920|010-044|仁濟醫院何式南小學
010-044-1921|010-044|仁愛堂劉皇發夫人小學
010-044-1922|010-044|仁德天主教小學
010-044-1923|010-044|五邑鄒振猷學校
010-044-1924|010-044|中華基督教會蒙黃花沃紀念小學
010-044-1925|010-044|中華基督教會拔臣小學
010-044-1926|010-044|中華基督教會何福堂小學
010-044-1927|010-044|世界龍岡學校劉德容紀念小學
010-044-1928|010-044|香港嘉諾撒學校
010-044-1929|010-044|香港中國婦女會丘佐榮學校
010-044-1930|010-044|蘇浙小學
010-044-1931|010-044|聖馬可小學
010-044-1932|010-044|聖公會聖米迦勒小學
010-044-1933|010-044|聖公會柴灣聖米迦勒小學
010-044-1934|010-044|筲箕灣崇真學校
010-044-1935|010-044|筲箕灣官立小學
010-044-1936|010-044|漢華中學(小學部)
010-044-1937|010-044|滬江小學
010-044-1938|010-044|港大同學會小學
010-044-1939|010-044|救世軍韋理夫人紀念學校
010-044-1940|010-044|救世軍中原慈善基金學校
010-044-1941|010-044|慈幼學校
010-044-1942|010-044|愛秩序灣官立小學
010-044-1943|010-044|太古小學
010-044-1944|010-044|天主教明德學校
010-044-1945|010-044|基督教香港信義會信愛學校
010-044-1946|010-044|培僑小學
010-044-1947|010-044|啟基學校(港島)
010-044-1948|010-044|北角衛理小學
010-044-1949|010-044|北角循道學校
010-044-1950|010-044|北角官立小學
010-044-1951|010-044|勵志會梁李秀娛紀念小學
010-044-1952|010-044|佛教中華康山學校
010-044-1953|010-044|丹拿山循道學校
010-044-1954|010-044|中華基督教會基灣小學(愛蝶灣)
010-044-1955|010-044|中華基督教會基灣小學
010-044-1956|010-044|馬鞍山靈糧小學
010-044-1957|010-044|馬鞍山聖若瑟小學
010-044-1958|010-044|馬鞍山循道衛理小學
010-044-1959|010-044|香港道教聯合會純陽小學
010-044-1960|010-044|香港九龍塘基督教中華宣道會陳元喜小學
010-044-1961|010-044|香港九龍塘基督教中華宣道會台山陳元喜小學
010-044-1962|010-044|香港中文大學校友會聯會張煊昌學校
010-044-1963|010-044|迦密愛禮信小學
010-044-1964|010-044|路德會梁鉅鏐小學
010-044-1965|010-044|胡素貞博士紀念學校
010-044-1966|010-044|聖母無玷聖心學校
010-044-1967|010-044|聖公會馬鞍山主風小學
010-044-1968|010-044|聖公會主風小學
010-044-1969|010-044|浸信會沙田圍呂明才小學
010-044-1970|010-044|浸信會呂明才小學
010-044-1971|010-044|沙田循道衛理小學
010-044-1972|010-044|沙田崇真學校
010-044-1973|010-044|沙田官立小學
010-044-1974|010-044|沙田圍胡素貞博士紀念學校
010-044-1975|010-044|東華三院水泉澳小學
010-044-1976|010-044|東華三院冼次雲小學
010-044-1977|010-044|東莞工商總會張煌偉小學
010-044-1978|010-044|救世軍田家炳學校
010-044-1979|010-044|慈航學校
010-044-1980|010-044|循理會美林小學
010-044-1981|010-044|循理會白普理基金循理小學
010-044-1982|010-044|天主教聖華學校
010-044-1983|010-044|基督教香港信義會馬鞍山信義學校
010-044-1984|010-044|基督教香港信義會禾輋信義學校
010-044-1985|010-044|培基小學
010-044-1986|010-044|培僑書院
010-044-1987|010-044|吳氏宗親總會泰伯紀念學校
010-044-1988|010-044|保良局雨川小學
010-044-1989|010-044|保良局蕭漢森小學
010-044-1990|010-044|保良局莊啟程小學
010-044-1991|010-044|保良局王賜豪(田心谷)小學
010-044-1992|010-044|保良局朱正賢小學
010-044-1993|010-044|九龍城浸信會禧年小學
010-044-1994|010-044|世界龍岡學校黃耀南小學
010-044-1995|010-044|鮮魚行學校
010-044-1996|010-044|路德會沙崙學校
010-044-1997|010-044|聖公會基榮小學
010-044-1998|010-044|漢師德萃學校
010-044-1999|010-044|油蔴地街坊會學校
010-044-2000|010-044|油蔴地天主教小學(海泓道)
010-044-2001|010-044|油蔴地天主教小學
010-044-2002|010-044|東華三院羅裕積小學
010-044-2003|010-044|東莞同鄉會方樹泉學校
010-044-2004|010-044|拔萃女小學
010-044-2005|010-044|德信學校
010-044-2006|010-044|循道學校
010-044-2007|010-044|廣東道官立小學
010-044-2008|010-044|大角嘴天主教小學(海帆道)
010-044-2009|010-044|大角嘴天主教小學
010-044-2010|010-044|塘尾道官立小學
010-044-2011|010-044|嘉諾撒聖瑪利學校
010-044-2012|010-044|保良局陳守仁小學
010-044-2013|010-044|佐敦道官立小學
010-044-2014|010-044|中華基督教會灣仔堂基道小學
010-044-2015|010-044|中華基督教會基全小學
010-044-2016|010-044|中華基督教會協和小學
010-044-2017|010-044|香港四邑商工總會新會商會學校
010-044-2018|010-044|荔枝角天主教小學
010-044-2019|010-044|英華小學
010-044-2020|010-044|聖瑪加利男女英文中小學
010-044-2021|010-044|聖方濟愛德小學
010-044-2022|010-044|聖方濟各英文小學
010-044-2023|010-044|聖公會聖紀文小學
010-044-2024|010-044|聖公會聖安德烈小學
010-044-2025|010-044|聖公會聖多馬小學
010-044-2026|010-044|聖公會基福小學
010-044-2027|010-044|聖公會基愛小學
010-044-2028|010-044|福榮街官立小學
010-044-2029|010-044|白田天主教小學
010-044-2030|010-044|瑪利諾神父教會學校(小學部)
010-044-2031|010-044|深水埗官立小學
010-044-2032|010-044|深水埔街坊福利會小學
010-044-2033|010-044|李鄭屋官立小學
010-044-2034|010-044|旅港開平商會學校
010-044-2035|010-044|德雅小學
010-044-2036|010-044|嶺南大學香港同學會小學
010-044-2037|010-044|崇真小學暨幼稚園(小學部)
010-044-2038|010-044|寶血會嘉靈學校
010-044-2039|010-044|天主教善導小學
010-044-2040|010-044|大坑東宣道小學
010-044-2041|010-044|基督教香港信義會深信學校
010-044-2042|010-044|地利亞英文小學暨幼稚園
010-044-2043|010-044|啟基學校
010-044-2044|010-044|保良局蔡繼有學校
010-044-2045|010-044|五邑工商總會學校
010-044-2046|010-044|九龍禮賢學校
010-044-2047|010-044|中華基督教會協和小學(長沙灣)
010-044-2048|010-044|高主教書院小學部
010-044-2049|010-044|香港真光中學(小學部)
010-044-2050|010-044|軒尼詩道官立小學(銅鑼灣)
010-044-2051|010-044|軒尼詩道官立小學
010-044-2052|010-044|聖若瑟小學
010-044-2053|010-044|聖公會聖雅各小學
010-044-2054|010-044|聖保祿學校(小學部)
010-044-2055|010-044|聖保祿天主教小學
010-044-2056|010-044|番禺會所華仁小學
010-044-2057|010-044|瑪利曼小學
010-044-2058|010-044|玫瑰崗學校(小學部)
010-044-2059|010-044|東華三院李賜豪小學
010-044-2060|010-044|李陞大坑學校
010-044-2061|010-044|寶覺小學
010-044-2062|010-044|寶血小學
010-044-2063|010-044|官立嘉道理爵士小學
010-044-2064|010-044|嘉諾撒聖方濟各學校
010-044-2065|010-044|北角官立小學(雲景道)
010-044-2066|010-044|保良局金銀業貿易場張凝文學校
010-044-2067|010-044|佛教黃焯菴小學
010-044-2068|010-044|香港道教聯合會圓玄學院石圍角小學
010-044-2069|010-044|香港浸信會聯會小學
010-044-2070|010-044|靈光小學
010-044-2071|010-044|路德會聖十架學校
010-044-2072|010-044|荃灣潮州公學
010-044-2073|010-044|荃灣官立小學
010-044-2074|010-044|荃灣天主教小學
010-044-2075|010-044|荃灣公立何傳耀紀念小學
010-044-2076|010-044|聖公會主愛小學(梨木樹)
010-044-2077|010-044|玫瑰蕾小學
010-044-2078|010-044|深井天主教小學
010-044-2079|010-044|海壩街官立小學
010-044-2080|010-044|梨木樹天主教小學
010-044-2081|010-044|柴灣角天主教小學
010-044-2082|010-044|寶血會思源學校
010-044-2083|010-044|寶血會伍季明紀念學校
010-044-2084|010-044|天佑小學
010-044-2085|010-044|天主教石鐘山紀念小學
010-044-2086|010-044|中華基督教會基慧小學(馬灣)
010-044-2087|010-044|中華基督教會基慧小學
010-044-2088|010-044|中華基督教會全完第一小學
010-044-2089|010-044|青衣商會小學
010-044-2090|010-044|郭怡雅神父紀念學校
010-044-2091|010-044|荃灣商會學校
010-044-2092|010-044|聖公會青衣邨何澤芸小學
